ident,latitude,longitude,name,city,state,num_runway_hard,num_runway_soft
UPAK,53.0505180358887,158.315628051758,Paratunka Airport,Paratunka,,0,1
UPAU,53.042350769043,158.311676025391,Paratunka Airport,Paratunka,,1,0
UHPP,53.1701965332031,158.453414916992,Yelizovo,Petropavlovsk-Kamchatsky,,1,0
UHPH,53.0262870788574,158.721984863281,Khalaktyrka Airport,Petropavlovsk-Kamchatsky,,1,0
UOSO,57.9298553466797,162.020660400391,Uka Airport,Ossora,,1,0
UHPK,56.238826751709,162.689956665039,Ust-Kamchatsk Airport,Ust'-Kamchatsk Staryy,,1,0
UTIC,62.4864540100098,165.339279174805,Tilichiki Airport,Tilichiki,,0,1
UHPT,60.3851585388184,166.02555847168,Tilichiki Airport,Tilichiki,,0,1
UHPX,55.178165435791,166.048309326172,Nikolskoye Airport,Ust'-Kamchatsk Staryy,,0,1
UPEK,66.9018402099609,169.559997558594,Pevek Airport,Pevek,,0,1
UBIL,65.5388031005859,168.844650268555,Lamutskoye Airport,Bilibino,,0,1
UHMO,64.6654281616211,170.417572021484,Markovo Airport,Pevek,,0,1
UHPA,60.5566329956055,169.10758972168,Ust-Pakhachi Airport,Tilichiki,,1,0
PAAT,52.8325386047363,173.175582885742,Casco Cove Cgs,,,1,0
UANY,66.4220352172852,177.58283996582,Anadyr Airport,Anadyr,,1,0
UHMA,64.7349548339844,177.741546630859,Ugolny,Anadyr,,1,0
UAND,64.801643371582,177.580764770508,Mys Nizmenny Airport,Anadyr,,0,1
PTKK,7.46191310882568,151.84294128418,Chuuk Intl,Weno I,,1,0
PTPN,6.98512887954712,158.209777832031,Pohnpei Intl,Pohnpei I,,1,0
PKMA,11.3420867919922,162.328979492188,Enewetak Aux AF,Enewetak Atoll,,0,1
PTSA,5.35697174072266,162.958404541016,Kosrae,Kosrae I,,1,0
PWAK,19.2825107574463,166.636672973633,Wake Island Airfield,Wake I,,1,0
PKWO,10.1737518310547,166.002838134766,Wotho Island Airport,Wotho,,0,1
PKRG,11.1572265625,166.88737487793,Rongelap Island Airport,Rongelap,,1,0
EAL,9.31933307647705,166.847717285156,Elenak Airport,Lae,,0,1
PKLA,9.33080577850342,166.819885253906,Ebadon Airport,Lae,,0,1
PKRO,9.39686679840088,167.470809936523,Dyess AAF,Roi-Namur,,1,0
PKWA,8.72012233734131,167.731643676758,Bucholz AAF(Kwajalein Kmr)(Ato,Kwajalein Atoll,,1,0
PKAR,7.45181751251221,168.550872802734,Woja Airport,Airuk,,1,0
3N0,5.63301277160645,168.125244140625,Namorik,Namorik Atoll,,0,1
03N,11.2222881317139,169.851745605469,Utirik,Utirik Island,,0,1
PKAI,10.2165384292603,169.982635498047,Ailuk Airport,Ailuk,,0,1
N36,9.45873355865479,170.238265991211,Wotje,Wotje Atoll,,0,1
3N1,8.70596981048584,171.231521606445,Maloelap,Taora Is  Maloelap Atoll,,0,1
PKTA,8.90070056915283,170.843597412109,Kaben Airport,Taroa,,1,0
AIP,7.27994060516357,168.825759887695,Ailinglaplap Airok Airport,Airuk,,0,1
PKJB,7.56536626815796,168.962036132813,Jeh Airport,Jabat,,1,0
PKAU,8.1454963684082,171.173233032227,Aur Island Airport,Aur,,0,1
TBV,8.30271625518799,171.161544799805,Tabal Airstrip,Aur,,0,1
PKMJ,7.06495571136475,171.272125244141,Marshall Islands Intl,Majuro Atoll,,1,0
N55,5.9083366394043,169.636596679688,Jaluit,Jabor Jaluit Atoll,,1,0
EJT,6.04035043716431,171.983917236328,Enejit Airport,Mili,,0,1
NGTU,3.08633852005005,172.81120300293,Butaritari,Butaritari,,1,0
NGMN,3.37453508377075,172.992095947266,Makin Island Airport,Makin Village,,0,1
NGAB,1.7989981174469,173.040466308594,Abaiang Airport,Rawannawi Village,,0,1
NGMK,2.05881667137146,173.271392822266,Marakei Airport,Rawannawi Village,,0,1
NGTA,1.38158535957336,173.147323608398,Bonriki Intl,Tarawa I,,1,0
NGMA,1.00360488891602,173.031616210938,Maiana Airport,Tarawa,,1,0
NGKT,0.218895077705383,173.442535400391,Kuria Airport,Temaiku Village,,0,1
NGTB,0.490836203098297,173.82975769043,Abemama Atoll Airport,Temaiku Village,,0,1
NGUK,0.184956073760986,173.637145996094,Buariki Airport,Temaiku Village,,1,0
AYKV,-2.57933902740479,150.807998657227,Kavieng,Kavieng,,1,0
AYSE,-2.66142582893372,151.99528503418,Simberi Airport,Kavieng,,1,0
AYKY,-3.04375839233398,152.629211425781,Kunaye,"Lihir, Papa New Guinea",,1,0
BOV,-3.38357973098755,153.281234741211,Boang Airport,Rabaul,,0,1
OBY,-4.79513692855835,151.695999145508,Open Bay,Open Bay,,1,0
SMP,-4.35920476913452,151.533203125,Stockholm Airport,Rabaul,,0,1
AYHK,-5.4636402130127,150.407241821289,Hoskins,Hoskins,,1,0
AYVL,-5.27257871627808,150.008895874023,Talasea Airport,Kimbe,,0,1
BIA,-5.33068466186523,151.008224487305,Biala,Biala,,0,1
GON,-5.52706909179688,151.572998046875,Gonaili,Gonaili,,0,1
SULE,-4.97471237182617,151.296508789063,Sule,Sule,,0,1
AYLE,-5.21926212310791,151.393676757813,Lele Airstrip,,,0,1
AYNG,-5.57754802703857,151.792221069336,Manguna Airport,Kokopo,,0,1
AYTK,-4.34042358398438,152.379669189453,Tokua,Rabaul,,1,0
SWR,-4.52848815917969,153.053619384766,Silur Airport,Kokopo,,0,1
AYLM,-4.98109817504883,152.010787963867,Tol Airport,Kokopo,,0,1
CPI,-5.44667625427246,152.084365844727,Cape Orford Airport,Kokopo,,0,1
ASZ,-6.01010799407959,150.369094848633,Asirim Airport,Kimbe,,0,1
AYLJ,-6.27081537246704,150.331771850586,Gasmata Island Airport,Kimbe,,0,1
JCB,-5.65168809890747,151.506729125977,Jacquinot Bay,Jacquinot Bay,,0,1
AYKE,-5.66726970672607,151.099349975586,Bili Airstrip,Kimbe,,1,0
AYUZ,-6.01776170730591,150.955642700195,Uvol Airport,Kimbe,,0,1
AYKA,-8.50630664825439,151.080978393555,Kiriwina,Kiriwina,,1,0
SAO,-9.67007160186768,150.790298461914,Salamo,Salamo,,0,1
VIV,-9.30349159240723,150.31901550293,Vivigani,Vivigani,,1,0
CVL,-9.66966247558594,150.020706176758,Cape Vogel Airport,Alotau,,0,1
GPA,-9.22657108306885,152.945327758789,Guasopa,Guasopa,,0,1
AYGN,-10.3104257583618,150.334136962891,Gurney,"Alotau, Png",,1,0
WED,-10.095705986023,150.082580566406,Wedau Airport,Alotau,,0,1
ESA,-9.87371253967285,150.953979492188,Esa'Ala,Esa'Ala,,0,1
SEH,-9.96483993530273,151.162139892578,Sehulea,Sehulea,,0,1
AYDO,-10.700945854187,150.72200012207,Doini Airport,Samarai,,0,1
AYSC,-10.7391510009766,151.725738525391,Panasesa Airstrip,Samarai,,0,1
AYMS,-10.6890554428101,152.837539672852,Misima,Bwagaoia,,1,0
TGL,-11.331337928772,153.203201293945,Tagula Airport,Samarai,,0,1
YWIS,-22.4737567901611,150.178909301758,Williamson,Williamson,Queensland,1,0
YHOY,-22.2741031646729,150.040115356445,Hollins Bay Airport,Yeppoon,,0,1
NIS,-4.49601316452026,154.223846435547,Nissan,Nissan,,0,1
AYBK,-5.42228317260742,154.672668457031,Buka,Buka,,1,0
AYSH,-5.57601547241211,155.048263549805,Sabah Airport,Buka,,0,1
RAW,-6.22084951400757,155.571029663086,Arawa Airport,Arawa,,0,1
TOK,-6.20144557952881,155.062423706055,Torokina Airport,Panguna,,0,1
AYVO,-6.65552663803101,155.43229675293,Tonu Airport,Panguna,,0,1
AYKT,-6.30545520782471,155.728164672852,Aropa Airport,Kieta,,1,0
AGGE,-6.9908185005188,155.885833740234,Ballalae,Ballalae,,0,1
UBI,-6.73163557052612,155.684143066406,Buin Airport,Panguna,,0,1
AGEV,-7.57595825195313,156.597183227539,Geva Airport,Gizo,,0,1
AGGM,-8.32695388793945,157.263061523438,Munda,Munda,,0,1
AGGN,-8.09849357604981,156.864120483398,Gizo,Gizo,,1,0
AGKU,-8.02616882324219,156.947784423828,Kukudu Airport,Gizo,,0,1
AGRC,-8.12527847290039,157.14306640625,Ringi Cove Airport,Gizo,,0,1
AGKG,-7.32995128631592,157.584686279297,Kaghau,Kaghau,,0,1
AGGV,-7.58556175231934,158.730926513672,Suavanao,Suavanao,,0,1
AGGF,-8.10631847381592,159.577255249023,Maringe,Fera,,0,1
AGKW,-8.36059379577637,160.774856567383,Kwailabesi Airport,Auki,,0,1
AGGS,-8.57845973968506,157.875717163086,Seghe,Seghe,,0,1
AGGY,-9.09296417236328,159.218719482422,Yandina,Yandina,,0,1
AGAT,-8.87331008911133,161.011428833008,Atoifi,Atoifi,,0,1
AGGA,-8.70260810852051,160.681701660156,Auki,Auki,,1,0
AGGH,-9.42823123931885,160.054443359375,Honiara Intl /Henderson Field,Honiara,,1,0
AGGI,-9.74746036529541,159.839614868164,Babanakira,Babanakira,,0,1
AGAF,-9.19114112854004,160.949203491211,Afutara Aerodrome,Taro'a,,0,1
AGGJ,-9.86806106567383,160.410308837891,Avu Avu,Avu Avu,,0,1
AGGU,-9.86187648773193,160.825607299805,Marau Airport,Taro'a,,0,1
AGGB,-11.302077293396,159.798065185547,Bellona,Bellona,,1,0
AGGR,-11.5502614974976,160.063125610352,Rennell,Rennell,,0,1
AGGP,-9.64140319824219,161.425338745117,Parasi,Parasi,,0,1
AGGK,-10.4492654800415,161.89794921875,Kirakira,Kirakira,,0,1
AGGT,-10.8483257293701,162.454391479492,Santa Anna,Santa Anna,,1,0
AGNA,-10.6757440567017,162.204788208008,Nana Airport,Kirakira,,0,1
NWWP,-20.2890758514404,164.099227905273,Poum Malabou,,,1,0
NWWD,-21.0534248352051,164.837814331055,Kone,Kone,,1,0
NWWK,-20.5463542938232,164.255615234375,Koumac,Koumac,,1,0
NWWQ,-21.3163146972656,164.999328613281,Mueo Airport,Poya,,0,1
ANYN,-0.547484815120697,166.919097900391,Nauru Intl,"Nauru I, Nauru",,1,0
AGGL,-10.7193946838379,165.797485351563,Santa Cruz,"Santa Cruz, Solomon Is",,1,0
NVSD,-13.3277406692505,166.637817382813,Torres Airstrip,Sola,,0,1
NVSC,-13.8531818389893,167.537399291992,Sola,,,1,0
NVSZ,-14.8816509246826,166.557983398438,North West Santo Airport,Port-Olry,,0,1
NVSG,-15.3048133850098,167.968887329102,Longana,,,1,0
NVSN,-14.996545791626,168.08056640625,Maewo-Naone Airport,Saratamata,,0,1
NVSP,-16.0778636932373,167.399520874023,Norsup,,,1,0
NVSR,-15.4712944030762,167.83479309082,Redcliffe Airport,Saratamata,,0,1
NVSX,-16.4859733581543,167.446823120117,Southwest Bay Airport,Lakatoro,,0,1
NVSL,-16.4596824645996,167.828872680664,Lamap Airport,Lakatoro,,0,1
NVSM,-16.5847129821777,168.159393310547,Lamen Bay Airport,Lakatoro,,0,1
NVSV,-16.7963809967041,168.177505493164,Valesdir Airport,Port-Vila,,0,1
NWWU,-20.7898788452148,165.259429931641,Touho,Touho,,1,0
NWWL,-20.7744331359863,167.239135742188,Ouanaham,Lifou,,1,0
NWWH,-21.2564640045166,165.617538452148,Nesson,Houailou,,1,0
NWWB,-21.6097412109375,165.397659301758,Poe,,,1,0
NWWX,-21.5203151702881,165.971801757813,Canala,Canala,,1,0
NWWT,-21.8198204040527,165.860946655273,Oua Tom,,,1,0
NWWM,-22.2577743530273,166.472793579102,Magenta,Noumea,,1,0
NWWW,-22.0145168304443,166.213012695313,Tontouta,Noumea,,1,0
NWBO,-22.0417346954346,166.031875610352,Ile Hugon Airstrip,Bouloupari,,0,1
NWDU,-22.1689071655273,166.433135986328,Dumbea Airport,Dumbea,,1,0
NWWO,-22.4601211547852,166.782455444336,Edmond Cané Airport,Mont-Dore,,0,1
NWYA,-21.9693126678467,166.672119140625,Yate-Barrage Airport,Yate-Barrage,,1,0
NWWR,-21.4815711975098,168.037704467773,La Roche Aero,Mare,,1,0
NWWS,-22.2705631256103,166.926528930664,Plaine Des Lacs Airport,Yate-Barrage,,0,1
NVIS,-18.7380142211914,169.190994262695,Isangel Airport,Isangel,,0,1
NVVD,-18.7693996429443,169.001449584961,Dillon's Bay Airport,Isangel,,0,1
NVVI,-18.8561210632324,169.282943725586,Ipota Airport,Isangel,,0,1
NVVK,-19.5156955718994,169.262191772461,Lenakel Airport,Isangel,,0,1
NVVF,-19.5159873962402,170.232177734375,Futuna,,,1,0
NVVA,-20.2491245269775,169.770706176758,Aneityum Airport,Isangel,,0,1
NGTE,-1.22393190860748,174.776092529297,Tabiteuea North,Tabiteuea North,,0,1
NGBR,-1.3545423746109,176.006973266602,Beru Airport,Temaiku Village,,0,1
NGTS,-1.47437906265259,175.064651489258,Tabiteuea South Airport,Temaiku Village,,1,0
NGON,-1.79648959636688,175.525955200195,Onotoa Airport,Temaiku Village,,0,1
NGTM,-2.48597097396851,175.96989440918,Tamana Island Airport,Toga Village,,0,1
NGNU,-1.31462371349335,176.409683227539,Nikunau Airport,Temaiku Village,,0,1
NGTR,-2.61619758605957,176.802322387695,Arorae Island Airport,Kulia Village,,0,1
NGFU,-8.52397155761719,179.196792602539,Funafuti Intl,Funafuti,,1,0
NFNR,-12.4827747344971,177.071136474609,Rotuma,Rotuma,,0,1
NFSW,-16.7595710754395,177.545989990234,Yasawa Island Airport,Ba,,0,1
NFNL,-16.4677410125732,179.339569091797,Labasa,Labasa,,1,0
NFNS,-16.8031406402588,179.340545654297,Savusavu,,,1,0
NFNV,-17.5000095367432,177.86296081543,Vatukoula Airport,Ba,,0,1
NFMA,-17.6728000640869,177.098510742188,Mana Island Airport,Nadi,,0,1
NFFN,-17.7584896087646,177.441909790039,Nadi Intl,Nadi,,2,0
NFFO,-17.77854347229,177.197158813477,Malolo Lailai Island Airport,Nadi,,0,1
NFSU,-18.2553043365479,178.049163818359,Taunovo Airstrip,Suva,,1,0
NFNO,-17.3458213806152,179.422088623047,Koro Island Airport,Levuka,,0,1
NFNA,-18.0433330535889,178.55924987793,Nausori Intl,Nausori,,1,0
NFNB,-17.7117938995361,178.758819580078,Levuka Airfield,Suva,,1,0
NFVL,-18.5123081207275,177.638671875,Vatulele Airport,Nadi,,0,1
YGKL,-23.1842632293701,150.941162109375,Great Keppel Is Airport,Yeppoon,,1,0
YBRK,-23.3787689208984,150.473541259766,Rockhampton,Rockhampton,Queensland,2,0
YEMP,-23.2553863525391,150.814422607422,Emu Park Airport,Yeppoon,,0,1
YGLL,-23.8168849945068,150.820022583008,Gladstone Airport,Gladstone,,0,2
YHEW,-23.2230358123779,150.601898193359,Hedlow Airport,Yeppoon,,2,0
YGLA,-23.8696346282959,151.22509765625,Gladstone,Gladstone,Queensland,1,0
YTDR,-24.9866962432861,150.09309387207,Theodore Airport,Taroom,,1,0
YMTO,-24.8922557830811,151.101760864258,Monto,Monto,Queensland,1,0
YAWT,-24.2021255493164,151.892471313477,Agnes Water Airport,Toolooa,,0,1
YBUD,-24.9047203063965,152.320770263672,Bundaberg,Bundaberg,Queensland,1,1
YCDS,-25.2527236938477,152.335052490234,Childers Airport,Childers,,0,1
YMUA,-24.8818664550781,151.914321899414,Monduran Airport,Sharon,,0,1
YPAC,-25.2402629852295,152.543304443359,Pacific Haven Airport,Childers,,1,0
YURR,-24.9591808319092,153.314971923828,Orchid Beach Airport,Urangan,,0,1
YGAY,-25.6157474517822,151.620941162109,Gayndah,Gayndah,Queensland,1,0
YGAA,-25.3609752655029,151.108932495117,Gayndah Airport,Gayndah,,0,1
YMDA,-25.5983123779297,151.31884765625,Mundubbera Airport,Gayndah,,1,0
YKRY,-26.5812873840332,151.840744018555,Kingaroy,Kingaroy,Queensland,1,1
YWND,-26.2829341888428,151.859420776367,Wondai Airport,Wondai,,0,2
YMYB,-25.5138988494873,152.714385986328,Maryborough,Maryborough,Queensland,1,1
YBIN,-25.5217132568359,152.045761108398,Biggenden Airport,Childers,,0,1
YHBA,-25.3199214935303,152.880249023438,Hervey Bay,Hervey Bay,Queensland,1,0
YCXA,-25.9766368865967,153.003723144531,Cooloola Village Airpark,Tin Can Bay,,0,1
YRAI,-25.5886631011963,153.064605712891,Toby's Gap Airstrip,Rainbow Beach,,0,1
YURA,-25.3309764862061,153.065414428711,Urangan Airport,Urangan,,0,1
YGYM,-26.287691116333,152.70149230957,Gympie,Gympie,Queensland,1,1
YNAN,-26.6893730163574,151.988204956055,Nanango Airport,Yarraman,,0,1
YBSU,-26.6022396087646,153.090393066406,Maroochydore/Sunshine Coast,Maroochydore,Queensland,2,0
YNSH,-26.4226531982422,153.064178466797,Noosa Airport,Noosaville,,0,1
YCCA,-26.770881652832,150.619110107422,Chinchilla,Chinchilla,Queensland,1,1
YMLS,-26.8064765930176,150.168792724609,Miles,,,0,1
YTAA,-27.1638050079346,150.476409912109,Tara Airport,Chinchilla,,1,0
YBOK,-27.4072418212891,151.735137939453,Oakey (Military),Oakey,Queensland,3,5
YDAY,-27.1584625244141,151.263397216797,Dalby,Dalby,Queensland,2,0
YDAC,-27.1939811706543,151.116195678711,Dalby Airport,Dalby,,1,0
YDAD,-27.0495376586914,151.275650024414,Dalby Airport,Dalby,,2,0
YDAE,-27.2192192077637,151.494827270508,Dalby Airport,Dalby,,1,0
YLYD,-26.826847076416,151.231338500977,Lyndley Airport,Dalby,,1,0
YOAA,-27.2291831970215,151.612899780273,Oakey Airport,Oakey,,0,2
YOAK,-27.3502635955811,151.515930175781,Oakey Airport,Oakey,,0,1
YBWW,-27.5548324584961,151.792022705078,Brisbane West Wellcamp,,,0,1
YCFN,-27.9275798797607,151.847885131836,Clifton Airport,Top Camp,,0,1
YMMN,-27.8599262237549,151.272018432617,Millmerran Airport,Oakey,,1,0
YPWH,-27.7337341308594,151.63232421875,Pittsworth Airport,Westbrook,,1,0
YBCM,-27.3904495239258,152.466537475586,Coominya,Gatton,,0,1
YWOA,-26.9746246337891,152.667251586914,Woodford Airport,Woodford,,0,2
YKCY,-26.9712314605713,152.566482543945,Ykcy,Woodford,,0,1
YWOF,-27.0971927642822,152.603439331055,Woodford Airport,Woodford,,1,0
YWSG,-27.0967884063721,152.461471557617,Watts Bridge Airport,Woodford,,0,3
YBBN,-27.3757801055908,153.127655029297,Brisbane Intl,Brisbane,Queensland,2,0
YRED,-27.2055969238281,153.068649291992,Redcliffe,Redcliffe,Queensland,1,0
YCAB,-27.0759449005127,152.985702514648,Caboolture Airport,Caboolture,,0,2
YCAT,-27.1018848419189,152.893524169922,Caboolture South Airport,Caboolture South,,0,1
YCAU,-27.0472278594971,153.051391601563,Caboolture Airport,Caboolture,,0,1
YCDR,-26.8025016784668,153.104721069336,Caloundra Airport,Caloundra West,,2,0
YTGA,-27.1375370025635,153.364135742188,Tangalooma Airport,Woorim,,0,1
YWEI,-27.3456840515137,153.425643920898,Kooringal Airstrip,Wellington Point,,0,1
YAMB,-27.6375503540039,152.712524414063,Amberley Military,Amberley,Queensland,2,0
YTWB,-27.542989730835,151.916244506836,Toowoomba,Toowoomba,Queensland,1,1
YBOA,-28.0172023773193,152.676956176758,Boonah Airport,Deebing Heights,,0,1
YZCE,-27.4299201965332,152.378494262695,Churchable Airstrip,Gatton,,0,1
YBAF,-27.5707111358643,153.00553894043,Archerfield,Brisbane,Queensland,4,0
YSPT,-27.9218730926514,153.371444702148,Southport,,,1,0
LGRS,-27.7060260772705,153.10969543457,Logan Reserve Airport,Logan Reserve,,0,1
YDUN,-27.5189895629883,153.427597045898,Dunwich Airport,Victoria Point,,0,1
YHEC,-27.7670459747314,153.338455200195,Heck Field Airport,Jacobs Well,,1,1
YKBN,-28.088830947876,152.845687866211,Kooralbyn Airport,Cedar Vale,,1,0
YGDI,-28.5228328704834,150.320526123047,Goondiwindi,Goondiwindi,Queensland,1,1
YBOB,-28.6172733306885,150.332748413086,Boggabilla Airstrip,Boggabilla,,1,0
YILW,-28.4187355041504,151.095596313477,Inglewood Airport,Boggabilla,,1,0
YBGY,-29.5039615631104,150.19206237793,Biniguy Airport,Moree,,0,1
YCNX,-29.0735683441162,150.770782470703,Cooranga Airport,Boggabilla,,0,1
YASF,-29.3171005249023,151.055526733398,Ashford Airport,Inverell,,0,1
YSPE,-28.620080947876,151.981231689453,Stanthorpe,Stanthorpe,Queensland,1,0
YWCK,-28.1494941711426,151.943161010742,Warwick,Warwick,Queensland,1,0
YCHB,-28.4300994873047,152.088943481445,Cherrabah Airport,Warwick,,1,0
YBCG,-28.1666431427002,153.506729125977,Gold Coast,Gold Coast,Queensland,2,0
YMUR,-28.3323516845703,153.412612915039,Murwillumbah Airport,Murwillumbah,,0,1
YTYH,-28.5949115753174,153.550765991211,Tyagarah Airport,Brunswick Heads,,0,1
YBYL,-29.2182922363281,152.616088867188,Baryulgil Airstrip,Gordon,,1,0
YTFD,-28.9915142059326,151.929840087891,Tenterfield Airport,Carrolls Creek,,0,1
YBNA,-28.8332977294922,153.561141967773,Ballina,Ballina,New South Wales,1,0
YCAS,-28.8812980651855,153.060836791992,Casino,Casino,New South Wales,1,0
YEVD,-29.1002292633057,153.418899536133,Evans Head,Evans Head,New South Wales,3,1
YLIS,-28.8308486938477,153.258514404297,Lismore,Lismore,New South Wales,1,0
YPLI,-29.4459114074707,153.271087646484,Palmers Island/Yamba Airport,Maclean,,0,1
YBIA,-29.8150367736816,150.534057617188,Bingara Airport,Bingara,,0,1
YUPH,-30.1064548492432,150.404312133789,Upper Horton Wyl Airport,Bingara,,0,1
YWRL,-29.5361766815186,150.536590576172,Warialda Airport,Bingara,,0,1
YGLI,-29.6742191314697,151.688980102539,Glen Innes,Glen Innes,New South Wales,1,1
YIVL,-29.8879833221436,151.145263671875,Inverell,Inverell,New South Wales,1,0
YINO,-29.7736873626709,151.165481567383,Inverell North Airport,Inverell,,0,1
YBBA,-30.3929767608643,150.597473144531,Barraba Airport,Manilla,,0,1
YBOG,-30.7227821350098,150.049255371094,Boggabri Airport,Boggabri,,0,1
YDNR,-30.658971786499,150.875457763672,Dunmore Manila Airport,Manilla,,0,1
YKEP,-30.8912372589111,150.526397705078,Lake Keepit Airport,Manilla,,1,0
YARM,-30.5267677307129,151.616470336914,Armidale,Armidale,New South Wales,1,1
YKEL,-30.6553630828857,151.638809204102,Kelvin Station Airport,Armidale,,0,1
YWVL,-30.4172630310059,151.755325317383,Woodville Airport,Armidale,,0,2
YGFN,-29.7548046112061,153.031204223633,Grafton,Grafton,New South Wales,1,0
YSGR,-29.7093181610107,152.923248291016,South Grafton Airport,South Grafton,,1,0
YCFS,-30.3243942260742,153.115982055664,Coffs Harbour,Coffs Harbour,New South Wales,2,0
YSWK,-30.9246234893799,153.027587890625,South West Rocks Airport,Frederickton,,0,1
YGDH,-30.9577484130859,150.249313354492,Gunnedah,Gunnedah,New South Wales,1,1
YQDI,-31.4981784820557,150.519485473633,Quirindi,Quirindi,New South Wales,2,0
YSTW,-31.0815849304199,150.843887329102,Tamworth,Tamworth,New South Wales,2,2
YWBH,-31.5375442504883,150.859451293945,Wallabadah Airport,Quirindi,,0,1
YWCH,-31.0081100463867,151.551284790039,Walcha Airport,Enmore,,0,2
YWOM,-31.314977645874,151.134170532227,Woolomin Airport,Kootingal,,0,1
YSCO,-32.0381355285645,150.832229614258,Scone,Scone,New South Wales,1,0
YMUU,-31.9741554260254,150.811126708984,Middlebrook Station Scone Airstrip,Muswellbrook,,0,1
YKMP,-31.0718688964844,152.767227172852,Kempsey,Kempsey,New South Wales,1,1
YDFD,-31.4226703643799,152.757675170898,Dexfield Park,North Shore,,0,1
YPMQ,-31.4358901977539,152.861892700195,Port Macquarie,Port Macquarie,New South Wales,1,0
YTRE,-31.8872146606445,152.512985229492,Taree,Taree,New South Wales,1,1
YCMH,-31.665901184082,152.742919921875,Camden Haven Airport,Kendall,,0,1
